cell_clean,cell.x,integration_cluster,cell.y,cell_type,sample_type
X227975332805419.T,X227975332805419_Y_.T,4,X227975332805419.T,Macrophage,T
X227975344545053.N,X227975344545053_X_.N,3,X227975344545053.N,Pro-angiogenesis Macrophage,N
X227975344801637.T,X227975344801637_Y_.T,1,X227975344801637.T,Effector/Memory CD8+ T cells,T
X227975344834406.T,X227975344834406_Y_.T,0,X227975344834406.T,CD4+ T cell,T
X227975345068958.N,X227975345068958_X_.N,3,X227975345068958.N,Pro-angiogenesis Macrophage,N
X227975345098139.N,X227975345098139_X_.N,7,X227975345098139.N,Macrophage,N
X227975345331563.T,X227975345331563_Y_.T,2,X227975345331563.T,Phagocytosis Macrophage,T
X227975363513699.N,X227975363513699_X_.N,0,X227975363513699.N,Effector/Memory CD4+ T cells,N
X227975363676532.T,X227975363676532_Y_.T,0,X227975363676532.T,Effector/Memory CD8+ T cells,T
X227975363743029.T,X227975363743029_Y_.T,0,X227975363743029.T,CD4+ T cell,T
X227975363980190.N,X227975363980190_X_.N,3,X227975363980190.N,Pro-angiogenesis Macrophage,N
X227975364040950.T,X227975364040950_Y_.T,0,X227975364040950.T,Tfh/Th1 helper CD4+ T cells,T
X227981759998174.N,X227981759998174_X_.N,2,X227981759998174.N,Pro-angiogenesis Macrophage,N
X227981760088491.N,X227981760088491_X_.N,4,X227981760088491.N,Pro-angiogenesis Macrophage,N
X227981760260525.T,X227981760260525_Y_.T,1,X227981760260525.T,Exhausted CD8+ T cells,T
X227981760547229.N,X227981760547229_X_.N,4,X227981760547229.N,Pro-angiogenesis Macrophage,N
X227981774764387.N,X227981774764387_X_.N,4,X227981774764387.N,Macrophage,N
X227981774935915.T,X227981774935915_Y_.T,7,X227981774935915.T,Macrophage or Dendritic Cell,T
X227981775264990.N,X227981775264990_X_.N,2,X227981775264990.N,Pro-angiogenesis Macrophage,N
X227981786995574.T,X227981786995574_Y_.T,5,X227981786995574.T,B Cell,T
X227981787027692.T,X227981787027692_Y_.T,13,X227981787027692.T,Non Stromal Cell,T
X227981787051757.T,X227981787051757_Y_.T,0,X227981787051757.T,Effector/Memory CD8+ T cells,T
X227981787588532.N,X227981787588532_X_.N,1,X227981787588532.N,CD8 T or NK cell,N
X227981787879851.N,X227981787879851_X_.N,6,X227981787879851.N,Natural killer cell,N
X227981805868916.N,X227981805868916_X_.N,0,X227981805868916.N,Effector/Memory CD8+ T cells,N
X227981805934381.N,X227981805934381_X_.N,1,X227981805934381.N,Effector/Memory CD8+ T cells,N
X227981806390062.T,X227981806390062_Y_.T,4,X227981806390062.T,Macrophage,T
X227981806487347.T,X227981806487347_Y_.T,11,X227981806487347.T,LAMP3 cDC,T
X227982967756534.T,X227982967756534_Y_.T,5,X227982967756534.T,B Cell,T
X227982967782301.T,X227982967782301_Y_.T,5,X227982967782301.T,B Cell,T
X227982967789339.N,X227982967789339_X_.N,0,X227982967789339.N,Effector/Memory CD4+ T cells,N
X227982968012075.T,X227982968012075_Y_.T,2,X227982968012075.T,Phagocytosis Macrophage,T
X227982968015771.T,X227982968015771_Y_.T,14,X227982968015771.T,Mast cell,T
X227982968274348.T,X227982968274348_Y_.T,12,X227982968274348.T,Endothelial Cells,T
X227982982364571.T,X227982982364571_Y_.T,4,X227982982364571.T,Macrophage,T
X227982982733019.T,X227982982733019_Y_.T,1,X227982982733019.T,Tfh/Th1 helper CD4+ T cells,T
X227982983227316.N,X227982983227316_X_.N,0,X227982983227316.N,Effector/Memory CD4+ T cells,N
X227982983256804.T,X227982983256804_Y_.T,5,X227982983256804.T,Blood Cell,T
X227982995733797.N,X227982995733797_X_.N,8,X227982995733797.N,Lung Cancer Cell,N
X227982995769717.T,X227982995769717_Y_.T,4,X227982995769717.T,CD4+ T cell,T
X227982995832227.T,X227982995832227_Y_.T,0,X227982995832227.T,Effector/Memory CD8+ T cells,T
X227983013862172.N,X227983013862172_X_.N,0,X227983013862172.N,CD4+ T cell,N
X227983014348701.T,X227983014348701_Y_.T,12,X227983014348701.T,Endothelial Cells,T
X227983014378731.T,X227983014378731_Y_.T,0,X227983014378731.T,Tfh/Th1 helper CD4+ T cells,T
X227983014672685.N,X227983014672685_X_.N,6,X227983014672685.N,Natural killer cell,N
X227990483982684.N,X227990483982684_X_.N,4,X227990483982684.N,Pro-angiogenesis Macrophage,N
X227990484240181.T,X227990484240181_Y_.T,11,X227990484240181.T,cDC1,T
X227990484240622.N,X227990484240622_X_.N,6,X227990484240622.N,Natural killer cell,N
X227990484405677.N,X227990484405677_X_.N,3,X227990484405677.N,Pro-angiogenesis Macrophage,N
X227990484478876.T,X227990484478876_Y_.T,5,X227990484478876.T,Pro-angiogenesis Macrophage,T
X227990484737332.N,X227990484737332_X_.N,8,X227990484737332.N,CAFinfla,N
X227990498855661.T,X227990498855661_Y_.T,7,X227990498855661.T,Macrophage,T
X227990498856348.N,X227990498856348_X_.N,3,X227990498856348.N,Pro-angiogenesis Macrophage,N
X227990498859310.N,X227990498859310_X_.N,2,X227990498859310.N,Pro-angiogenesis Macrophage,N
X227990498863390.T,X227990498863390_Y_.T,0,X227990498863390.T,CD4+ T cell,T
X227990499178859.N,X227990499178859_X_.N,15,X227990499178859.N,pDC,N
X227990499445157.N,X227990499445157_X_.N,6,X227990499445157.N,Natural killer cell,N
X227990511180084.N,X227990511180084_X_.N,1,X227990511180084.N,CD8 T or NK cell,N
X227990511184741.T,X227990511184741_Y_.T,5,X227990511184741.T,B Cell,T
X227990511242035.T,X227990511242035_Y_.T,5,X227990511242035.T,B Cell,T
X227990511245598.N,X227990511245598_X_.N,3,X227990511245598.N,Pro-angiogenesis Macrophage,N
X227990511249828.N,X227990511249828_X_.N,3,X227990511249828.N,Pro-angiogenesis Macrophage,N
X227990511480035.N,X227990511480035_X_.N,1,X227990511480035.N,CD4 or CD8 T cell,N
X227990511700212.T,X227990511700212_Y_.T,0,X227990511700212.T,CD4 or CD8 T cell,T
X227990511701403.N,X227990511701403_X_.N,1,X227990511701403.N,CD4 or CD8 T cell,N
X227990511929644.T,X227990511929644_Y_.T,1,X227990511929644.T,Exhausted CD8+ T cells,T
X227990512033004.T,X227990512033004_Y_.T,0,X227990512033004.T,CD4 or CD8 T cell,T
X227990530078566.T,X227990530078566_Y_.T,9,X227990530078566.T,Exhausted CD8+ T cells,T
X227990530091942.T,X227990530091942_Y_.T,5,X227990530091942.T,B Cell,T
X227990530119915.T,X227990530119915_Y_.T,9,X227990530119915.T,T regulatory cells,T
X227990530546475.T,X227990530546475_Y_.T,4,X227990530546475.T,Blood Cell,T
X227991423412459.N,X227991423412459_X_.N,3,X227991423412459.N,Pro-angiogenesis Macrophage,N
X227991424195885.N,X227991424195885_X_.N,3,X227991424195885.N,Pro-angiogenesis Macrophage,N
X227991424219942.T,X227991424219942_Y_.T,7,X227991424219942.T,Macrophage,T
X227991438449972.N,X227991438449972_X_.N,2,X227991438449972.N,Pro-angiogenesis Macrophage,N
X227991438613812.N,X227991438613812_X_.N,2,X227991438613812.N,Pro-angiogenesis Macrophage,N
X227991450670829.T,X227991450670829_Y_.T,5,X227991450670829.T,B Cell,T
X227991450773740.T,X227991450773740_Y_.T,0,X227991450773740.T,CD4+ T cell,T
X227991451027804.N,X227991451027804_X_.N,1,X227991451027804.N,Effector/Memory CD4+ T cells,N
X227991451285406.T,X227991451285406_Y_.T,1,X227991451285406.T,CD8+ T cell,T
X227991451297652.N,X227991451297652_X_.N,4,X227991451297652.N,Pro-angiogenesis Macrophage,N
X227991451482350.N,X227991451482350_X_.N,4,X227991451482350.N,Pro-angiogenesis Macrophage,N
X227991470357723.N,X227991470357723_X_.N,2,X227991470357723.N,Pro-angiogenesis Macrophage,N
X228042023783846.T,X228042023783846_Y_.T,1,X228042023783846.T,Exhausted CD8+ T cells,T
X228042023818996.N,X228042023818996_X_.N,3,X228042023818996.N,Pro-angiogenesis Macrophage,N
X228042023820581.T,X228042023820581_Y_.T,1,X228042023820581.T,Exhausted CD8+ T cells,T
X228042024105822.T,X228042024105822_Y_.T,9,X228042024105822.T,Exhausted CD8+ T cells,T
X228042024348580.N,X228042024348580_X_.N,2,X228042024348580.N,Pro-angiogenesis Macrophage,N
X228042038503284.N,X228042038503284_X_.N,4,X228042038503284.N,Pro-angiogenesis Macrophage,N
X228042038696372.T,X228042038696372_Y_.T,6,X228042038696372.T,Natural killer cell,T
X228042038962093.T,X228042038962093_Y_.T,0,X228042038962093.T,CD4 or CD8 T cell,T
X228042039057124.N,X228042039057124_X_.N,4,X228042039057124.N,Macrophage,N
X228042050858341.T,X228042050858341_Y_.T,5,X228042050858341.T,B Cell,T
X228042051050267.T,X228042051050267_Y_.T,0,X228042051050267.T,CD4+ T cell,T
X228042051074483.T,X228042051074483_Y_.T,2,X228042051074483.T,Macrophage,T
X228042051270493.N,X228042051270493_X_.N,7,X228042051270493.N,Pro-angiogenesis Macrophage,N
X228042051566958.T,X228042051566958_Y_.T,4,X228042051566958.T,Effector/Memory CD8+ T cells,T
X228042051570974.T,X228042051570974_Y_.T,9,X228042051570974.T,Exhausted CD8+ T cells,T
X228042069661477.T,X228042069661477_Y_.T,0,X228042069661477.T,Effector/Memory CD8+ T cells,T
X228042069694748.T,X228042069694748_Y_.T,5,X228042069694748.T,B Cell,T
X228042069883805.N,X228042069883805_X_.N,2,X228042069883805.N,Pro-angiogenesis Macrophage,N
X228042069891827.T,X228042069891827_Y_.T,8,X228042069891827.T,Pancreatic Cancer Cell,T
X228042070179235.N,X228042070179235_X_.N,3,X228042070179235.N,Pro-angiogenesis Macrophage,N
X228042070256052.N,X228042070256052_X_.N,6,X228042070256052.N,Natural killer cell,N
X228042070510005.T,X228042070510005_Y_.T,3,X228042070510005.T,Phagocytosis Macrophage,T
X230592295155550.N,X230592295155550_X_.N,1,X230592295155550.N,Effector/Memory CD8+ T cells,N
X230592321842021.T,X230592321842021_Y_.T,7,X230592321842021.T,Macrophage or Dendritic Cell,T
X230592321870262.T,X230592321870262_Y_.T,0,X230592321870262.T,T regulatory cells,T
X230592322430827.T,X230592322430827_Y_.T,0,X230592322430827.T,CD4+ T cell,T
X230592322652462.T,X230592322652462_Y_.T,4,X230592322652462.T,Macrophage,T
X230592341293990.N,X230592341293990_X_.N,1,X230592341293990.N,Effector/Memory CD8+ T cells,N
X230592341461342.N,X230592341461342_X_.N,2,X230592341461342.N,Pro-angiogenesis Macrophage,N
X230611622411187.N,X230611622411187_X_.N,2,X230611622411187.N,Pro-angiogenesis Macrophage,N
X230611622508332.N,X230611622508332_X_.N,3,X230611622508332.N,Pro-angiogenesis Macrophage,N
X230611622681821.T,X230611622681821_Y_.T,8,X230611622681821.T,Pancreatic Cancer Cell,T
X230611622713708.N,X230611622713708_X_.N,2,X230611622713708.N,Pro-angiogenesis Macrophage,N
X230611622775139.N,X230611622775139_X_.N,3,X230611622775139.N,Pro-angiogenesis Macrophage,N
X230611636631987.N,X230611636631987_X_.N,3,X230611636631987.N,Pro-angiogenesis Macrophage,N
X230611636640094.N,X230611636640094_X_.N,4,X230611636640094.N,Pro-angiogenesis Macrophage,N
X230611636668789.T,X230611636668789_Y_.T,1,X230611636668789.T,Effector/Memory CD8+ T cells,T
X230611637362100.N,X230611637362100_X_.N,6,X230611637362100.N,Natural killer cell,N
X230611649181598.N,X230611649181598_X_.N,2,X230611649181598.N,Pro-angiogenesis Macrophage,N
X230611649673067.N,X230611649673067_X_.N,5,X230611649673067.N,Pro-angiogenesis Macrophage,N
X230611650012894.N,X230611650012894_X_.N,0,X230611650012894.N,Blood Cell,N
X230611668127068.T,X230611668127068_Y_.T,6,X230611668127068.T,Natural killer cell,T
X230611668653861.N,X230611668653861_X_.N,6,X230611668653861.N,Natural killer cell,N
X230611668815147.T,X230611668815147_Y_.T,1,X230611668815147.T,Exhausted CD8+ T cells,T
X230611668916451.N,X230611668916451_X_.N,12,X230611668916451.N,Endothelial Cells,N
X230652424444205.T,X230652424444205_Y_.T,0,X230652424444205.T,CD4+ T cell,T
X230652424701806.T,X230652424701806_Y_.T,5,X230652424701806.T,B Cell,T
X230652424710435.N,X230652424710435_X_.N,7,X230652424710435.N,Macrophage,N
X230652438756763.N,X230652438756763_X_.N,6,X230652438756763.N,Natural killer cell,N
X230652438797038.T,X230652438797038_Y_.T,11,X230652438797038.T,Macrophage,T
X230652439025518.N,X230652439025518_X_.N,2,X230652439025518.N,Pro-angiogenesis Macrophage,N
X230652439083309.T,X230652439083309_Y_.T,10,X230652439083309.T,CAFadi,T
X230652439090988.T,X230652439090988_Y_.T,0,X230652439090988.T,CD4+ T cell,T
X230652439284019.T,X230652439284019_Y_.T,0,X230652439284019.T,Tfh/Th1 helper CD4+ T cells,T
X230652451699958.N,X230652451699958_X_.N,4,X230652451699958.N,Macrophage,N
X230652470810341.T,X230652470810341_Y_.T,0,X230652470810341.T,Effector/Memory CD8+ T cells,T
X230652470843638.T,X230652470843638_Y_.T,4,X230652470843638.T,Macrophage,T
X230652471076574.T,X230652471076574_Y_.T,0,X230652471076574.T,CD4+ T cell,T
X230652471097182.T,X230652471097182_Y_.T,0,X230652471097182.T,Effector/Memory CD8+ T cells,T
X230654437379309.N,X230654437379309_X_.N,3,X230654437379309.N,Pro-angiogenesis Macrophage,N
X230654437379500.N,X230654437379500_X_.N,3,X230654437379500.N,Pro-angiogenesis Macrophage,N
X230654437383476.N,X230654437383476_X_.N,2,X230654437383476.N,Pro-angiogenesis Macrophage,N
X230654437681974.N,X230654437681974_X_.N,2,X230654437681974.N,Pro-angiogenesis Macrophage,N
X230654437865900.N,X230654437865900_X_.N,3,X230654437865900.N,Pro-angiogenesis Macrophage,N
X230654437874083.N,X230654437874083_X_.N,0,X230654437874083.N,Effector/Memory CD4+ T cells,N
X230654452911454.N,X230654452911454_X_.N,2,X230654452911454.N,Pro-angiogenesis Macrophage,N
X230654464641765.T,X230654464641765_Y_.T,1,X230654464641765.T,Exhausted CD8+ T cells,T
X230654464682716.T,X230654464682716_Y_.T,5,X230654464682716.T,B Cell,T
X230654464936804.N,X230654464936804_X_.N,1,X230654464936804.N,Effector/Memory CD4+ T cells,N
X230654483490723.N,X230654483490723_X_.N,1,X230654483490723.N,Effector/Memory CD8+ T cells,N
X230654483588846.T,X230654483588846_Y_.T,0,X230654483588846.T,Effector/Memory CD8+ T cells,T
X230654483589428.T,X230654483589428_Y_.T,0,X230654483589428.T,Effector/Memory CD8+ T cells,T
X230654484037027.N,X230654484037027_X_.N,4,X230654484037027.N,Pro-angiogenesis Macrophage,N
X230654484048804.N,X230654484048804_X_.N,1,X230654484048804.N,Effector/Memory CD8+ T cells,N
X230732686800758.T,X230732686800758_Y_.T,5,X230732686800758.T,B Cell,T
X230732686806445.T,X230732686806445_Y_.T,0,X230732686806445.T,T regulatory cells,T
X230732687108830.T,X230732687108830_Y_.T,4,X230732687108830.T,Phagocytosis Macrophage,T
X230732687161181.N,X230732687161181_X_.N,0,X230732687161181.N,Effector/Memory CD4+ T cells,N
X230732701060470.T,X230732701060470_Y_.T,0,X230732701060470.T,CD4 or CD8 T cell,T
X230732701284653.N,X230732701284653_X_.N,0,X230732701284653.N,Blood Cell,N
X230732701293340.T,X230732701293340_Y_.T,0,X230732701293340.T,CD8+ T cell,T
X230732701527348.N,X230732701527348_X_.N,1,X230732701527348.N,Effector/Memory CD8+ T cells,N
X230732701550493.N,X230732701550493_X_.N,4,X230732701550493.N,Blood Cell,N
X230732714167092.T,X230732714167092_Y_.T,0,X230732714167092.T,T regulatory cells,T
X230732732688181.T,X230732732688181_Y_.T,8,X230732732688181.T,Macrophage,T
X230732732775324.T,X230732732775324_Y_.T,0,X230732732775324.T,CD4+ T cell,T
X230732732783926.N,X230732732783926_X_.N,2,X230732732783926.N,Pro-angiogenesis Macrophage,N
X230732732950262.N,X230732732950262_X_.N,0,X230732732950262.N,Effector/Memory CD4+ T cells,N
X230732733016412.N,X230732733016412_X_.N,0,X230732733016412.N,Effector/Memory CD4+ T cells,N
X230741410508077.T,X230741410508077_Y_.T,2,X230741410508077.T,Macrophage,T
X230741410802030.N,X230741410802030_X_.N,4,X230741410802030.N,Naive CD4+ T cells,N
X230741410991339.T,X230741410991339_Y_.T,5,X230741410991339.T,B Cell,T
X230741411294116.N,X230741411294116_X_.N,6,X230741411294116.N,Natural killer cell,N
X230741425175331.T,X230741425175331_Y_.T,0,X230741425175331.T,CD4+ T cell,T
X230741425732891.N,X230741425732891_X_.N,2,X230741425732891.N,Pro-angiogenesis Macrophage,N
X230741437769651.T,X230741437769651_Y_.T,2,X230741437769651.T,Phagocytosis Macrophage,T
X230741438032300.T,X230741438032300_Y_.T,1,X230741438032300.T,Exhausted CD8+ T cells,T
X230741438224812.N,X230741438224812_X_.N,4,X230741438224812.N,Pro-angiogenesis Macrophage,N
X230741438286124.N,X230741438286124_X_.N,1,X230741438286124.N,Natural killer cell,N
X230741438512053.T,X230741438512053_Y_.T,0,X230741438512053.T,Effector/Memory CD4+ T cells,T
X230741438516140.N,X230741438516140_X_.N,2,X230741438516140.N,Pro-angiogenesis Macrophage,N
X230741456669990.T,X230741456669990_Y_.T,5,X230741456669990.T,B Cell,T
X230741456673500.T,X230741456673500_Y_.T,1,X230741456673500.T,Exhausted CD8+ T cells,T
X230741456829341.T,X230741456829341_Y_.T,0,X230741456829341.T,Effector/Memory CD8+ T cells,T
X230741456902557.N,X230741456902557_X_.N,12,X230741456902557.N,Endothelial Cells,N
X230741457095987.N,X230741457095987_X_.N,9,X230741457095987.N,Pro-angiogenesis Macrophage,N
X230749732005726.T,X230749732005726_Y_.T,1,X230749732005726.T,Effector/Memory CD8+ T cells,T
X230749732227813.T,X230749732227813_Y_.T,4,X230749732227813.T,Blood Cell,T
X230749732461412.N,X230749732461412_X_.N,7,X230749732461412.N,Macrophage,N
X230749746609563.T,X230749746609563_Y_.T,0,X230749746609563.T,CD4+ T cell,T
X230749746621748.T,X230749746621748_Y_.T,0,X230749746621748.T,Effector/Memory CD4+ T cells,T
X230749746682283.T,X230749746682283_Y_.T,8,X230749746682283.T,CAFinfla,T
X230749746720053.T,X230749746720053_Y_.T,10,X230749746720053.T,CAFinfla,T
X230749747197878.N,X230749747197878_X_.N,0,X230749747197878.N,Effector/Memory CD4+ T cells,N
X230749747201901.N,X230749747201901_X_.N,3,X230749747201901.N,Pro-angiogenesis Macrophage,N
X230749747210475.T,X230749747210475_Y_.T,0,X230749747210475.T,CD4+ T cell,T
X230749747234653.T,X230749747234653_Y_.T,10,X230749747234653.T,CAFmyo,T
X230749759204254.T,X230749759204254_Y_.T,5,X230749759204254.T,B Cell,T
X230749759551387.N,X230749759551387_X_.N,7,X230749759551387.N,Pro-inflammatory Macrophage,N
X230749759719772.N,X230749759719772_X_.N,6,X230749759719772.N,Natural killer cell,N
X230749759825780.T,X230749759825780_Y_.T,5,X230749759825780.T,B Cell,T
X230749760019683.N,X230749760019683_X_.N,2,X230749760019683.N,Pro-angiogenesis Macrophage,N
X230749760022958.T,X230749760022958_Y_.T,5,X230749760022958.T,B Cell,T
X230749778594147.N,X230749778594147_X_.N,2,X230749778594147.N,Pro-angiogenesis Macrophage,N
X230749778623907.N,X230749778623907_X_.N,3,X230749778623907.N,Pro-angiogenesis Macrophage,N
X230749778635043.T,X230749778635043_Y_.T,5,X230749778635043.T,B Cell,T
X230749778635493.T,X230749778635493_Y_.T,1,X230749778635493.T,CD8+ T cell,T
X230749778659244.T,X230749778659244_Y_.T,5,X230749778659244.T,B Cell,T
X230749778700060.N,X230749778700060_X_.N,0,X230749778700060.N,Effector/Memory CD4+ T cells,N
X230749778893163.T,X230749778893163_Y_.T,5,X230749778893163.T,B Cell,T
X230799392827246.T,X230799392827246_Y_.T,11,X230799392827246.T,cDC2,T
X230799407433588.N,X230799407433588_X_.N,7,X230799407433588.N,Macrophage,N
X230799407496429.N,X230799407496429_X_.N,1,X230799407496429.N,Effector/Memory CD8+ T cells,N
X230799407737268.T,X230799407737268_Y_.T,0,X230799407737268.T,CD4+ T cell,T
X230799407769334.T,X230799407769334_Y_.T,1,X230799407769334.T,Exhausted CD8+ T cells,T
X230799407957875.T,X230799407957875_Y_.T,0,X230799407957875.T,T regulatory cells,T
X230799420053291.T,X230799420053291_Y_.T,5,X230799420053291.T,B Cell,T
X230799420091300.T,X230799420091300_Y_.T,1,X230799420091300.T,Effector/Memory CD8+ T cells,T
X230799420340645.N,X230799420340645_X_.N,1,X230799420340645.N,CD8 T or NK cell,N
X230799420549854.N,X230799420549854_X_.N,0,X230799420549854.N,Effector/Memory CD4+ T cells,N
X230799438699302.T,X230799438699302_Y_.T,8,X230799438699302.T,CAFinfla,T
X230799438732086.N,X230799438732086_X_.N,1,X230799438732086.N,Effector/Memory CD8+ T cells,N
X230799438896547.N,X230799438896547_X_.N,2,X230799438896547.N,Pro-angiogenesis Macrophage,N
X230799438993645.T,X230799438993645_Y_.T,5,X230799438993645.T,B Cell,T
X230799439195059.T,X230799439195059_Y_.T,9,X230799439195059.T,CD8+ T cell,T
X230799439222580.T,X230799439222580_Y_.T,5,X230799439222580.T,B Cell,T
X230799439226724.T,X230799439226724_Y_.T,5,X230799439226724.T,B Cell,T
X230799439453620.N,X230799439453620_X_.N,0,X230799439453620.N,Effector/Memory CD4+ T cells,N
X230800332049771.N,X230800332049771_X_.N,8,X230800332049771.N,Lung Cancer Cell,N
X230800332376374.T,X230800332376374_Y_.T,5,X230800332376374.T,Blood Cell,T
X230800332381468.N,X230800332381468_X_.N,7,X230800332381468.N,Pro-inflammatory Macrophage,N
X230800332544757.N,X230800332544757_X_.N,2,X230800332544757.N,Pro-angiogenesis Macrophage,N
X230800332548830.N,X230800332548830_X_.N,2,X230800332548830.N,Pro-angiogenesis Macrophage,N
X230800332798774.N,X230800332798774_X_.N,3,X230800332798774.N,Macrophage,N
X230800346986861.N,X230800346986861_X_.N,2,X230800346986861.N,Pro-angiogenesis Macrophage,N
X230800347322787.N,X230800347322787_X_.N,2,X230800347322787.N,Pro-angiogenesis Macrophage,N
X230800347482846.T,X230800347482846_Y_.T,0,X230800347482846.T,Effector/Memory CD4+ T cells,T
X230800359574836.N,X230800359574836_X_.N,11,X230800359574836.N,LAMP3 cDC,N
X230800359902004.T,X230800359902004_Y_.T,1,X230800359902004.T,Effector/Memory CD8+ T cells,T
X230800359902428.T,X230800359902428_Y_.T,8,X230800359902428.T,Non Stromal Cell,T
X230800378419996.N,X230800378419996_X_.N,3,X230800378419996.N,Pro-angiogenesis Macrophage,N
X230807848208819.T,X230807848208819_Y_.T,4,X230807848208819.T,Blood Cell,T
X230807848564531.T,X230807848564531_Y_.T,4,X230807848564531.T,Phagocytosis Macrophage,T
X230807849003291.T,X230807849003291_Y_.T,6,X230807849003291.T,Effector/Memory CD8+ T cells,T
X230807849027934.T,X230807849027934_Y_.T,5,X230807849027934.T,B Cell,T
X230807849068772.T,X230807849068772_Y_.T,1,X230807849068772.T,Exhausted CD8+ T cells,T
X230807862957859.T,X230807862957859_Y_.T,1,X230807862957859.T,Effector/Memory CD8+ T cells,T
X230807863179997.N,X230807863179997_X_.N,3,X230807863179997.N,Pro-angiogenesis Macrophage,N
X230807863713116.T,X230807863713116_Y_.T,5,X230807863713116.T,B Cell,T
X230807863740188.T,X230807863740188_Y_.T,0,X230807863740188.T,CD4 or CD8 T cell,T
X230807875471734.T,X230807875471734_Y_.T,0,X230807875471734.T,CD4+ T cell,T
X230807875536622.T,X230807875536622_Y_.T,12,X230807875536622.T,Endothelial Cells,T
X230807875808164.T,X230807875808164_Y_.T,8,X230807875808164.T,Pancreatic Cancer Cell,T
X230807876029299.N,X230807876029299_X_.N,8,X230807876029299.N,Lung Cancer Cell,N
X230807876286254.T,X230807876286254_Y_.T,0,X230807876286254.T,CD4 or CD8 T cell,T
X230807894441396.N,X230807894441396_X_.N,0,X230807894441396.N,Effector/Memory CD4+ T cells,N
X230807894616420.N,X230807894616420_X_.N,0,X230807894616420.N,Effector/Memory CD4+ T cells,N
X230807894669213.T,X230807894669213_Y_.T,12,X230807894669213.T,Endothelial Cells,T
X230807894669747.N,X230807894669747_X_.N,13,X230807894669747.N,Lung Cancer Cell,N
X230807895137701.T,X230807895137701_Y_.T,4,X230807895137701.T,Macrophage,T
X230809056262901.T,X230809056262901_Y_.T,0,X230809056262901.T,T regulatory cells,T
X230809056271581.T,X230809056271581_Y_.T,0,X230809056271581.T,T regulatory cells,T
X230809056688556.N,X230809056688556_X_.N,4,X230809056688556.N,Macrophage,N
X230809056982940.N,X230809056982940_X_.N,6,X230809056982940.N,Natural killer cell,N
X230809056987558.T,X230809056987558_Y_.T,5,X230809056987558.T,B Cell,T
X230809056996131.T,X230809056996131_Y_.T,0,X230809056996131.T,T regulatory cells,T
X230809057028339.T,X230809057028339_Y_.T,0,X230809057028339.T,Effector/Memory CD4+ T cells,T
X230809071150940.N,X230809071150940_X_.N,0,X230809071150940.N,Effector/Memory CD4+ T cells,N
X230809071208749.N,X230809071208749_X_.N,4,X230809071208749.N,Macrophage,N
X230809083493238.T,X230809083493238_Y_.T,1,X230809083493238.T,Tfh/Th1 helper CD4+ T cells,T
X230809083525851.T,X230809083525851_Y_.T,5,X230809083525851.T,B Cell,T
X230809083538292.T,X230809083538292_Y_.T,0,X230809083538292.T,CD4+ T cell,T
X230809083766564.T,X230809083766564_Y_.T,5,X230809083766564.T,B Cell,T
X230809083952347.N,X230809083952347_X_.N,11,X230809083952347.N,LAMP3 cDC,N
X230809083988851.N,X230809083988851_X_.N,7,X230809083988851.N,Macrophage,N
X230809083992988.T,X230809083992988_Y_.T,1,X230809083992988.T,CD8+ T cell,T
X230809084245806.N,X230809084245806_X_.N,3,X230809084245806.N,Pro-angiogenesis Macrophage,N
X230809102309747.T,X230809102309747_Y_.T,0,X230809102309747.T,CD4+ T cell,T
X230809102378795.N,X230809102378795_X_.N,2,X230809102378795.N,Pro-angiogenesis Macrophage,N
X230809102576420.N,X230809102576420_X_.N,2,X230809102576420.N,Phagocytosis Macrophage,N
X230809102633843.T,X230809102633843_Y_.T,2,X230809102633843.T,Phagocytosis Macrophage,T
X230816706653596.T,X230816706653596_Y_.T,5,X230816706653596.T,B Cell,T
X230816706881963.N,X230816706881963_X_.N,2,X230816706881963.N,Pro-angiogenesis Macrophage,N
X230816706946987.N,X230816706946987_X_.N,7,X230816706946987.N,Pro-inflammatory Macrophage,N
X230816706948453.N,X230816706948453_X_.N,2,X230816706948453.N,Pro-angiogenesis Macrophage,N
X230816707430830.T,X230816707430830_Y_.T,1,X230816707430830.T,Exhausted CD8+ T cells,T
X230816721296812.T,X230816721296812_Y_.T,0,X230816721296812.T,CD4+ T cell,T
X230816721299891.N,X230816721299891_X_.N,1,X230816721299891.N,Natural killer cell,N
X230816721325299.N,X230816721325299_X_.N,4,X230816721325299.N,Pro-angiogenesis Macrophage,N
X230816721525093.T,X230816721525093_Y_.T,0,X230816721525093.T,T regulatory cells,T
X230816721550582.T,X230816721550582_Y_.T,5,X230816721550582.T,B Cell,T
X230816721812318.T,X230816721812318_Y_.T,5,X230816721812318.T,B Cell,T
X230816721877364.T,X230816721877364_Y_.T,0,X230816721877364.T,T regulatory cells,T
X230816722110254.T,X230816722110254_Y_.T,1,X230816722110254.T,Exhausted CD8+ T cells,T
X230816734103789.N,X230816734103789_X_.N,6,X230816734103789.N,Natural killer cell,N
X230816734103789.T,X230816734103789_Y_.T,0,X230816734103789.T,T regulatory cells,T
X230816734174493.T,X230816734174493_Y_.T,4,X230816734174493.T,Phagocytosis Macrophage,T
X230816734402332.N,X230816734402332_X_.N,13,X230816734402332.N,Lung Cancer Cell,N
X230816734440860.N,X230816734440860_X_.N,2,X230816734440860.N,Pro-angiogenesis Macrophage,N
